Unnamed: 0,dataset,image_number,title,tags_ko,motion_exist,greenscreen_exist
1090,dataset1,1357,211026_문화_음식_삼겹살 픽스샷,"['문화', '음식', '요리', '고기', '그릴', '캠핑', '버섯']",False,False
1091,dataset1,1358,호랑이,"['전통', '문화', '풍경', '달', '동물', '복', '호랑이', '새해', '명절']",True,False
1092,dataset1,1360,20210724_제스처_김보미_캔을 따다,"['인물', '손', '뚜껑', '손가락', '제스쳐', '콜라', '탄산', '제스처', '캔']",False,False
1093,dataset1,1361,물이 흐르는 화장실 욕실 벽 타일을 청소용 솔로 닦는 사람 손,"['인물', '샤워', '손', '행동', '물', '청소', '장소', '화장실', '욕실', '벽']",False,False
1094,dataset1,1362,레트로 오락기 옛날 오락실 게임,"['옛날', '팝', '팩맨', '감성', '레트로', '픽셀', '시티팝', '오락기', '게임보이', '오락', '게임기', '닌텐도', '게임', '오락실']",True,False
1095,dataset1,1363,풍선 천장,"['키즈', '축하', '풍선', '파티']",True,False
1096,dataset1,1364,20210831_사물_주방용품_티스푼,['사물'],False,False
1097,dataset1,1365,영양제 약통 뚜껑열기 개봉하기 사람 손,"['인물', '손', '행동', '뚜껑', '사물', '따기', '약']",False,False
1098,dataset1,1366,20210725_감정_염승철_슬프다,"['인물', '감정', '슬픔', '쓸쓸', '남자', '눈물', '고독', '울음', '이별']",False,True
1099,dataset1,1367,그루밍하는 갈색 고양이,"['청결', '흰색', '갈색', '동물', '고양이', '평화', '아름다움', '귀여움', '반려동물', '고양이과', '반려묘', '털', '한국고양이', '숏헤어', '혀', '만족']",False,False
1100,dataset1,1370,양귀비,"['꽃', '꽃잎', '빨간', '나비', '디지털', '아트', '양귀비']",False,False
1101,dataset1,1371,지하철,"['회사', '지하철', '회사원', '출근', '퇴근', '전철']",False,False
1102,dataset1,1372,211006_문화_서울시 랜드마크 동상,"['문화', '한옥', '문화재', '조선', '전쟁', '랜드마크', '역사', '사대문', '성', '성벽', '동대문', '도성', '수비', '방어']",False,False
1103,dataset1,1375,강남대로_2,"['도로', '버스', '풍경', '차', '거리', '자동차', '서울', '주행', '교통', '강남', '거리뷰', '강남대로']",False,False
1104,dataset1,1376,대둔산3,"['일출', '풍경', '자연', '등산', '하늘', '구름', '산', '대둔산', '운해', '전설']",False,False
1105,dataset1,1377,211005_문화_문화서울역~보신각_흥인지문 공원 정자 처마 패닝샷,"['문화', '패턴', '한옥', '디자인', '문양', '문화재', '공원', '기와', '처마', '조선', '정자', '고궁', '보신각', '궁궐', '시대', '목조', '선조', '조상', '목조건물']",False,False
1106,dataset1,1378,마네킹에 샘플 피팅하는 의류 패션 디자이너,"['인물', '직업', '디자이너', '패션', '샘플', '한국']",False,False
1107,dataset1,1379,(드론) 인천 송도_센트럴파크(1),"['한국', '도시', '건물', '경제', '발전', '전경', '빌딩', '기술', '인천', '도심', '고층', '송도', '산업', '성장', '중심', '신기술', '선진국', '기업', '센트럴파크']",False,False
1108,dataset1,1380,20210911_사물_성수동__횡단보도_ 도로표지판 픽스샷,['사물'],False,False
1109,dataset1,1383,인왕산_종로구_서대문구,"['도시', '건물', '거리', '서울', '빌딩', '아파트', '시티뷰', '도시뷰', '인왕산', '종로']",False,False
1111,dataset1,1387,20210802_문화_공예_자개소반제작00001,"['전통', '문화', '공예', '손', '만들기', '색칠', '가구', '오색', '자개', '소반', '나전칠기', '칠기', '창작', '코팅', '장인']",False,False
1112,dataset1,1388,20210912_장소_서울역_장원 패닝샷,"['조명', '밤', '저녁', '도시', '빛', '장소', '사람', '서울', '기차', '빌딩', '건축물', '도심', '정원', '서울역']",False,False
1113,dataset1,1389,20210910_장소_용담해안도로_노을지는 바다5,['장소'],False,False
1116,dataset1,1392,20210724_감정_김보미_자랑하다,"['인물', '여자', '행복', '감정', '여유', '목표']",False,True
1117,dataset1,1393,별 리뷰 5점 만점 백점,"['측정', '노란색', '금색', '식당', '별', '아이콘', '만족', '포인트', '심벌', '서비스', '점수', '순위', '평가', '품질', '금', '고객']",True,True
1118,dataset1,1394,20210724_감정_문정수_우울하다,"['인물', '사람', '감정', '남자', '우울', '우울감', '어색', '기분', '머쓱']",False,True
1119,dataset1,1396,크리스마스,"['할아버지', '겨울', '크리스마스', '산타', '선물', '밤', '루돌프', '캐롤', '눈', '밤하늘', '사람', '날씨', '연말', '산타클로스', '계절']",True,False
1120,dataset1,1397,노랑색 하트가 움직이는 메모장,"['효과', '하트', '노트', '알림', '이펙트', '메모', '달력']",True,False
1121,dataset1,1398,도시 시티팝 풍경,"['팝', '팩맨', '감성', '레트로', '픽셀', '시티팝', '도시', '배경']",True,False
1122,dataset1,1399,트리 선물,['크리스마스'],True,False
1123,dataset1,1400,봄날에,"['나무', '공원', '식물', '맑음', '계절', '녹색', '연못', '봄']",False,False
1124,dataset1,1401,제2 롯데타워 서울야경 4k 30p,"['풍경', '밤', '저녁', '도시', '건물', '서울', '불빛', '경관', '야경', '도심']",False,False
1125,dataset1,1402,20210725_소통_신현아,"['인물', '소통', '분노', '여자', '감정', '연인', '싸움', '남자', '화', '부부', '설득', '친구']",False,True
1126,dataset1,1403,211121_달고나_하트모양 달고나 뽑기 성공샷,"['문화', '조각', '하트', '과자', '뽑기', '사탕', '설탕', '성공', '간식', '달고나', '군것질']",False,False
1127,dataset1,1404,20210831_사물_문구_청테이프1,['사물'],False,False
1128,dataset1,1406,정형외과,"['의사', '의료', '병원', '진료', '뼈', '상담']",True,False
1129,dataset1,1407,카페 블랙이쉬레드,"['카페', '장소', '소파', '실내', '인테리어']",False,False
1130,dataset1,1408,lake_pukaki,"['자연', '여행', '강', '해외', '뉴질랜드', '호수']",False,False
1131,dataset1,1409,20210912_동물_개_퍼그_망원한강공원에서 산책하는 반려견 팔로샷 3,"['동물', '퍼그', '산책', '개', '교감', '반려견', '강아지', '주인']",False,False
1132,dataset1,1410,변산 솔섬 해변 일몰 석양 노을 -3-2 _2160p_30fps_prores422,"['나무', '일몰', '풍경', '자연', '섬', '해', '노을', '해변', '석양', '변산', '솔섬', '실루엣']",False,False
1133,dataset1,1411,20211021 동물_개_스피츠_하리네쉼터_쉬고 있는 스피츠2,"['동물', '휴식', '편안', '털', '개', '강아지', '애견', '반려', '스피츠']",False,False
1134,dataset1,1412,20210713_문화_전통건축_항아리2,"['전통', '문화', '한국', '김장', '항아리']",False,False
1135,dataset1,1413,점프 모션 그린스크린,"['운동화', '신발', '컬러', '스니커즈', '점프']",True,True
1136,dataset1,1414,호숫가 주변의 정원길,"['시골', '나무', '꽃', '풍경', '장소', '여행', '공원', '산', '휴가', '휴식', '호수', '호숫가', '정원']",False,False
1137,dataset1,1415,20210724_제스처_이수민_손을 씻다,"['인물', '위생', '비누', '제스쳐', '건강']",False,True
1139,dataset1,1417,20210725_감정_남찬규_충격받다,"['인물', '사람', '충격', '놀람', '감정', '남자', '당황', '헐', '놀라다']",False,True
1140,dataset1,1418,원쁠원 원플러스원 1+1,"['쇼핑', '세일', '대박', '이벤트']",True,False
1141,dataset1,1419,소나무,"['나무', '자연', '초록', '소나무', '푸른']",False,False
1142,dataset1,1420,20210724_제스처_이수민_손을 흔들어 인사하다,"['인물', '손', '안녕', '인사', '행동', '제스쳐', '남자']",False,True
1143,dataset1,1421,20211021 동물_개_아메리칸불리_하리네쉼터_쉬고 있는 아메리칸불리3,"['동물', '휴식', '개', '강아지', '쿠션']",False,False
1144,dataset1,1422,211008_문화_음식_낙지보쌈 패닝샷,"['문화', '한국', '음식', '김치', '요리', '식사', '낙지']",False,False
1145,dataset1,1424,경복궁_종로구_흥례문,"['문화재', '서울', '경복궁', '조선', '한양', '궁궐', '궁', '왕', '왕조', '흥례문']",False,False
1147,dataset1,1426,20210724_감정_권미정_우울하다,"['인물', '사람', '여자', '감정', '좌절', '우울', '우울증', '두통']",False,True
1148,dataset1,1428,방파제,"['바다', '파도', '해변', '물가', '방파제', '항공', '항공샷', '드론샷']",False,False
1149,dataset1,1429,저수지마을_데이투나잇,"['풍경', '마을', '배경', '저수지']",False,False
1150,dataset1,1430,211007_문화_고궁_덕수궁 석어당 실내 틸업샷,"['문화', '나무', '꽃', '장소', '식물', '빨간', '정원', '매화', '덕수궁']",False,False
1151,dataset1,1431,20210918_장소_가시리_풍차와 지나가는 소들2,"['전기', '한국', '풍경', '자연', '하늘', '장소', '발전', '재생', '구름', '에너지', '환경', '친환경', '그린', '풍력', '신재생', '풍차']",False,False
1153,dataset1,1435,211119_동물_서울어린이대공원동물원_여물먹는 검정 미니말 1,"['여물', '말', '동물', '동물원', '먹이', '식사', '조랑말']",False,False
1154,dataset1,1436,20210911_장소_한강대교_팔로샷,"['도로', '하늘', '장소', '자동차', '서울', '여행', '이동', '휴가', '주행', '한강', '출근', '대교', '한강대교']",False,False
1155,dataset1,1437,빗자루로 나무 마룻바닥 집먼지 청소하는 사람,"['인물', '행동', '사물', '정리', '청소', '집', '바닥', '빗자루']",False,False
1156,dataset1,1438,캔버스 천 위 물감으로 서양화 꽃 채색하는 화가,"['인물', '직업', '천', '예술', '문화', '예술가', '미술', '꽃', '화가', '채색', '서양화', '캔버스', '물감']",False,False
1157,dataset1,1439,디자인 프리뷰,"['오프닝', '프리뷰', '알록', '하이라이트', '합성']",True,True
1158,dataset1,1440,별과 달이 들어간 브이로그 인트로,"['배경', '프리뷰', '뷰티', '먹방']",True,True
1159,dataset1,1441,변산 솔섬 해변 일몰 석양 노을 -6 _2160p_30fps_prores422,"['일몰', '풍경', '자연', '바다', '섬', '해', '노을', '해변', '희망', '석양', '변산', '솔섬', '외딴섬', '실루엣']",False,False
1160,dataset1,1442,20210725_제스처_김동아_박수치다,"['인물', '손', '클로즈업', '박수', '제스쳐']",False,True
1161,dataset1,1445,좋아요,"['하트', '소통', '온라인', '좋아요', '따봉']",True,False
1162,dataset1,1446,20211021 동물_개_아메리칸불리_하리네쉼터_쉬고 있는 아메리칸불리4,"['동물', '개', '강아지', '멍멍이']",False,False
1163,dataset1,1449,메모장(소자막용),"['스티커', '자막', '제목', '타이틀', '메모', '메모지', '메모장', '이름']",True,True
1164,dataset1,1450,인왕산_종로구_서울성곽길 (3),"['도시', '서울', '경제', '발전', '시티', '기술', '야경', '도심', '시티뷰', '도심부', '인왕산', '종로', '종로구', '성곽길', '성곽', '성장', '신기술', '도약']",False,False
1166,dataset1,1455,20210725_감정_신현아_당황하다,"['인물', '여자', '감정', '당황', '머쓱', '난감']",False,True
1167,dataset1,1456,20210725_감정_신현아_열광적이다,"['인물', '여자', '축하', '감정', '응원', '승리', '격려', '화이팅', '골']",False,True
1168,dataset1,1457,211008_문화_음식_고등어 조림 픽스샷,"['문화', '음식', '젓가락', '생선', '뼈']",False,False
1171,dataset1,1460,20211021 동물_개_닥스훈트믹스_하리네쉼터_꼬리를 흔드는 닥스훈트믹스2,"['귀여운', '동물', '꼬리', '개', '강아지', '믹스', '닥스훈트']",False,False
1172,dataset1,1461,원주 법천사지 절터 전경 1,"['불교', '절', '장소', '유적', '강원도']",False,False
1173,dataset1,1462,20211021 동물_개_웰시코기_하리네쉼터_두리번 거리는 웰시코기1,"['카페', '장난감', '귀여운', '동물', '개', '강아지', '애견', '코기', '웰시코기']",False,False
1174,dataset1,1463,20210925_문화_미술_스캐치00002,"['문화', '미술', '취미', '그리다', '연필', '수업', '선생님']",False,False
1175,dataset1,1464,211006_문화_음식_찹쌀떡 픽스샷,"['문화', '떡', '한국', '음식', '요리', '먹다']",False,False
1176,dataset1,1465,20210724_제스처_김보미_손가락을 비비다,"['인물', '손', '손가락', '돈', '머니', '제스쳐']",False,True
1177,dataset1,1466,20210325_장소_순천동천_드론00000,"['나무', '꽃', '장소', '공원', '봄', '벚꽃', '꽃나무', '벚꽃축제']",False,False
1178,dataset1,1467,20210913_장소_양화대교_대교 사이로 보이는 한강 노을 픽스샷,['장소'],False,False
1179,dataset1,1470,20210724_감정_황태완_억울하다,"['인물', '불만', '감정', '부정', '남자', '억울', '발뺌']",False,True
1180,dataset1,1472,직장인 화이팅,"['사람', '여자', '비즈니스', '회사', '남자', '도전', '동료', '직장', '회사원', '열정', '자신감', '팀워크', '파이팅', '활력']",True,False
1182,dataset1,1474,211006_문화_고궁_경복궁 흥례문 기와 픽스샷,"['문화', '문양', '문화재', '경복궁', '기와', '처마', '조선', '조정', '고궁', '궁궐', '궁', '왕', '왕조', '흥례문']",False,False
1183,dataset1,1475,211005_문화_서울시 랜드마크 동상,"['문화', '문화재', '조선', '돌', '대한민국', '삼일절', '독립', '사대문', '일제강점기', '독립문', '일제', '항일', '독립투사']",False,False
1185,dataset1,1477,복주머니 쥐,"['캐릭터', '복', '한국전통', '새해', '명절', '행운', '근하신년', '연하장', '전통문양', '희망', '쥐']",True,False
1186,dataset1,1478,염전 곰소 드론 -25 _2160p_30fps_prores422,"['바다', '농사', '갯벌', '염전', '소금', '바닷물', '천일염', '소금밭', '서해안', '신안']",False,False
1188,dataset1,1480,20210816_장소_대비공원_조용한 풍경3,"['풍경', '자연', '물', '숲속', '숲', '장소', '여행', '공원', '식물', '흐림', '비', '제주도', '풀', '제주', '휴가', '연못', '강', '호수', '빗방울']",False,False
1189,dataset1,1481,포인트 모션,"['스티커', '별', '귀여운', '반짝', '포인트']",True,True
1190,dataset1,1482,트리,"['조명', '나무', '겨울', '크리스마스', '산타', '캐롤', '전구', '장식', '연말']",True,True
1192,dataset1,1484,동물원 잠자는 사막여우들,"['머리', '자연', '따뜻', '가족', '갈색', '동물', '대공원', '포유류', '동물원', '야생', '야생동물', '귀여움', '반려동물', '꼬리', '모피', '졸림', '귀', '잠', '사막']",False,False
1193,dataset1,1485,20210913_사물_망원한강공원_전봇대 픽스샷 2,['사물'],False,False
1194,dataset1,1486,인왕산_종로구_은평구 (2),"['풍경', '도시', '거리', '서울', '구름', '안개', '시티', '시티뷰', '거리뷰', '인왕산', '종로', '종로구']",False,False
1195,dataset1,1487,211007_문화_고궁_창덕궁 주합루 픽스샷,"['전통', '문화', '한옥', '한국', '문화재', '문', '기와', '산책', '역사', '낭만', '입구', '마실', '고궁', '창덕궁', '궁궐', '임금', '대문', '사극', '드라마', '로맨스', '출입문']",False,False
1196,dataset1,1488,20210629_사물_화학_화학양품용기,['사물'],False,False
1197,dataset1,1490,20210725_제스처_김동아_팔목이 아프다,"['인물', '돌리다', '운동', '손목', '제스쳐', '건강', '팔목', '관리', '스트레칭']",False,True
1198,dataset1,1491,사려니숲길 숲길을 걷는 사람들,"['나무', '풍경', '자연', '장소', '사람', '식물', '흐림', '비', '제주도', '녹색', '제주', '힐링', '명상', '사려니', '숲길', '장마', '빗물', '습기', '삼나무', '우산', '우비', '산책로']",False,False
1199,dataset1,1492,새해 일출,"['일출', '태양', '바다', '밝은', '해', '햇빛', '새해', '수평선', '지평선', '소망', '소원', '간절']",False,False
1200,dataset1,1493,20210725_제스처_남찬규_손으로 딱 소리를 내다(스냅),"['인물', '손', '손가락', '제스쳐', '제스처', '스냅', '딱']",False,True
1201,dataset1,1495,영종대교_석양_야경_데이투나잇,"['한국', '빠르다', '야경', '빠른', '다리', '석양', '데이투나잇', '빠름', '성장']",False,False
1203,dataset1,1498,371ND850_두물머리_양평군_두물머리,"['풍경', '하늘', '강', '두물머리', '양평', '양평군', '남한강', '북한강', '와이드샷']",False,False
1204,dataset1,1500,삼베재질 위 꽃 민화 세필 채색하는 전통예술가 화가,"['인물', '직업', '예술', '문화', '세필', '동양화', '삼베', '미술', '꽃', '민화', '화가', '채색', '한국']",False,False
1206,dataset1,1502,광화문_종로구_광화문광장 (3),"['서울', '회사', '빌딩', '모임', '도심', '종로구', '광장', '광화문', '시위', '집회']",False,False
1208,dataset1,1504,211026_문화_음식_비빔면 패닝샷,"['문화', '음식', '그릇']",False,False
1209,dataset1,1506,올림픽공원_송파구_꽃양귀비,"['꽃', '자연', '공원', '식물', '올림픽공원', '송파', '송파구', '양귀비', '꽃밭']",False,False
1211,dataset1,1511,20210725_소통_염승철,"['인물', '소통']",False,False
1212,dataset1,1512,20210911_사물_그네_ 흔들리는 그네 픽스샷 2,"['안전', '키즈', '놀이', '사물', '그네', '아이', '흔들리는', '아이들', '추억', '유년시절', '친구', '자유']",False,False
1213,dataset1,1513,211008_문화_음식_삼겹살 패닝샷,"['문화', '한국', '음식', '요리', '고기']",False,False
1214,dataset1,1514,호숫가의 물결2,"['풍경', '자연', '물', '물결', '여름', '계절', '실외', '바람', '산', '환경', '고요', '교외', '명상', '호수']",False,False
1215,dataset1,1515,20210725_소통_엄기영,"['인물', '소통', '여자', '대화', '조용', '남자', '귓속말', '비밀', '소문', '이해', '소곤']",False,True
1216,dataset1,1516,20210831_사물_문구_도장,['사물'],False,False
1217,dataset1,1517,파도가 일렁이는 바닷가에서 파란색 낚시복을 입고 낚시하는 남성 사람,"['인물', '행동', '장소', '바다', '남해', '섬', '바위', '낚시', '파도', '서해', '동해']",False,False
1218,dataset1,1518,트리 전구,"['크리스마스', '전구']",True,False
1219,dataset1,1519,20210725_소통_신현아,"['인물', '소통', '응원', '열정', '파이팅', '월드컵', '화이팅']",False,True
1220,dataset1,1520,20210725_소통_신현아,"['인물', '소통', '분노', '대화', '감정', '싸움', '화', '다툼', '말다툼', '말싸움', '잘못', '오해']",False,True
1221,dataset1,1522,염전 곰소 드론 -24 _2160p_30fps_prores422,"['시골', '농사', '염전', '창고']",False,False
1222,dataset1,1523,211121_달고나_달고나와 모양뽑기 틸업샷,"['문화', '음식', '과자', '사탕', '설탕', '간식', '달고나', '군것질']",False,False
1223,dataset1,1524,20210901_사물_공구_프레야,['사물'],False,False
1224,dataset1,1525,20210724_감정_이수민_감격하다,"['인물', '사람', '감정', '남자', '비웃다', '거만', '자랑', '감격', '감동']",False,True
1225,dataset1,1526,화장실에 들어간 고양이,"['머리', '청결', '파랑', '흰색', '화장실', '회색', '박스', '파란', '동물', '고양이', '모래', '포유류', '아름다움', '귀여움', '반려동물', '고양이과']",False,False
1226,dataset1,1527,20210911_장소_이호테우_노을과 흰말등대,['장소'],False,False
1227,dataset1,1529,보문사_강화도_보문사 (5),"['전통', '문화', '스님', '불교', '절', '한옥', '사찰', '강화도', '종교', '보문사', '관광', '방문', '시주']",False,False
1228,dataset1,1530,20210725_감정_염승철_재미있다,"['인물', '웃음', '사람', '신남', '행복', '감정', '남자', '웃기다']",False,True
1229,dataset1,1531,낙엽 위를 걷는 흰비둘기,"['자연', '도시', '회색', '공원', '동물', '가을', '새', '깃털', '낙엽', '비행', '하천', '조류', '비둘기', '흰비둘기', '날개']",False,False
1231,dataset1,1534,211006_문화_문화서울역~보신각_풍물시장 실내 클로즈업 패닝샷 1,"['전통', '문화', '시장', '한국', '장소', '실내', '서울역', '보신각', '전통시장', '풍물시장']",False,False
1232,dataset1,1536,벽돌 산타 할아버지,"['할아버지', '겨울', '산타할아버지', '캐릭터', '크리스마스', '산타', '선물']",True,True
1233,dataset1,1537,비둘기,"['머리', '자연', '회색', '공원', '동물', '산', '새', '깃털', '야생', '비행', '조류', '비둘기', '부리', '흰비둘기', '날개']",False,False
1234,dataset1,1538,숲 속에서,"['나무', '풍경', '자연', '잎', '줄기', '공원', '식물', '맑음', '계절', '해', '햇빛', '실외', '바람', '풀', '녹색', '산림']",False,False
1235,dataset1,1539,20210724_감정_권미정_지루하다,"['인물', '사람', '여자', '감정', '짜증', '지겨운', '지루']",False,True
1236,dataset1,1540,20210713_사물_전통건축_창호,"['전통', '흙', '문화', '초가집', '문화재', '집', '문', '기와', '조선', '건축']",False,False
1237,dataset1,1542,20210820_장소_우도_우도의 아름다운 도로,['장소'],False,False
1238,dataset1,1544,올림픽공원_송파구_나홀로나무 (3),"['나무', '하늘', '공원', '노을', '올림픽공원', '송파', '송파구', '나홀로나무', '해질녘']",False,False
1239,dataset1,1545,20210816_덕천리도로_안개낀 제주의 도로,"['안전', '도로', '장소', '안개', '흐림', '비', '습도', '제주도', '제주', '습기', '교통']",False,False
1240,dataset1,1546,20210901_장소_소래습지생태공원_드론샷00003,"['자연', '물', '장소', '여행', '공원', '식물', '바다', '인천', '모래', '생태', '뻘']",False,False
1241,dataset1,1547,계곡 촬영 (4),"['나무', '자연', '숲속', '숲', '여름', '초록', '푸른', '물가', '계곡', '물놀이', '캠핑', '산천', '신비']",False,False
1242,dataset1,1548,황매산2,"['풍경', '등산', '여행', '산', '휴가', '소나무', '힐링', '캠핑', '철쭉']",False,False
1243,dataset1,1549,전통 한복을 입은 여자가 차를 따르는 모습 슬로우 클로즈업,"['인물', '전통', '문화', '손', '행동', '컵', '차', '다과', '따르다', '티', '티백', '녹차', '보리차', '취미', '따르기', '따르는', '물', '주전자', '다도', '한복']",False,False
1244,dataset1,1550,도예가 물레를 돌리며 도자기를 빚는 장면,"['인물', '작업', '공방', '흙', '도자기', '예술', '도예', '찰흙', '문화', '예술가', '공예', '미술', '물레', '손', '점토', '물레질', '지점토', '도기', '작업실']",False,False
1245,dataset1,1551,참새 4K,"['동물', '풀', '생물', '새', '두리번', '참새', '풀밭', '가로등']",False,False
1246,dataset1,1552,물흐르는곳,"['여름', '장마', '하천', '시냇가']",False,False
1247,dataset1,1553,20210724_감정_김보미_감사하다,"['인물', '웃음', '인사', '여자', '행복', '감정', '감사', '고마움', '기쁨']",False,True
1248,dataset1,1554,20210912_동물_개_퍼그_망원한강공원에서 산책하는 반려견 팔로샷 2,"['동물', '퍼그', '산책', '한강공원', '개', '강아지', '주인']",False,False
1249,dataset1,1555,20210831_사물_문구_가위,['사물'],False,False
1250,dataset1,1557,네온 스핀 잔상,"['네온', '파랑', '빨강', '회전', '양', '태극기']",True,False
1251,dataset1,1558,20210905_장소_농촌_비닐하우스00001,"['한국', '겨울', '장소', '여름', '가을', '농사', '봄', '비닐하우스', '농가', '농업']",False,False
1252,dataset1,1561,lake_tekapo,"['자연', '물', '하늘', '바다', '파란', '전경', '바닷가', '휴식', '푸른', '힐링', '물가', '호수', '호숫가', 'lake']",False,False
1253,dataset1,1562,봄비 내리는 날,"['풍경', '따뜻', '배경', '비', '전경', '봄', '우산', '추상', '봄비']",False,False
1254,dataset1,1563,여심1,"['꽃', '디자인', '자연', '분홍', '잎', '배경', '아트']",False,False
1255,dataset1,1564,20210724_소통_이수민,"['인물', '사랑', '소통', '감정', '연애']",False,True
1256,dataset1,1565,20210802_문화_공예_자개스티커제작00014,"['전통', '문화', '스티커', '손', '만들기', '손질', '자개', '장인', '제작']",False,False
1257,dataset1,1567,제스처_캔을 따다,"['인물', '제스쳐', '콜라', '탄산', '캔']",False,False
1258,dataset1,1568,공방에서 부처님상 금속공예하는 예술가,"['인물', '직업', '공방', '문화', '금속공예', '예술가', '조각가', '부처님', '조각상', '불상']",False,False
1260,dataset1,1571,북마크,"['저장', '아이콘', '클릭', '즐겨찾기']",True,False
1261,dataset1,1572,페인트,"['효과', '알파']",True,True
1262,dataset1,1573,20210724_장소_오름_안돌오름 옆 빈 공터3,"['자연', '하늘', '숲', '장소', '구름', '제주도', '친환경', '제주', '초원', '풀밭', '공터', '오름']",False,False
1263,dataset1,1574,211007_문화_놀이_팽이치기 패닝샷,"['전통', '문화', '한국', '놀이', '장소']",False,False
1264,dataset1,1576,211006_문화_고궁_경복궁 근정전 수호신 패닝샷,"['전통', '문화', '장소', '경복궁', '조선', '석조', '조정', '고궁', '궁궐', '조선시대', '시대', '대신', '신하', '근정전', '수호신', '궁']",False,False
1265,dataset1,1577,부둣가,"['풍경', '자연', '바다', '배경', '해변', '바닷가', '지평선', '해안', '등대']",False,False
1266,dataset1,1578,산양삼 푸티지_02,"['자연', '식물', '산양삼', '산삼', '인삼', '심마니']",False,False
1267,dataset1,1579,330ND850_올림픽공원_송파구_나홀로나무,"['나무', '하늘', '공원', '노을', '올림픽공원', '송파', '송파구', '나홀로', '나홀로나무', '해질녘']",False,False
1268,dataset1,1580,연못풍경1,"['물', '식물', '연못', '강', '하천', '수초']",False,False
1269,dataset1,1581,211006_문화_고궁_경복궁 교태전 입구 픽스샷,"['전통', '문화', '한옥', '민속촌', '한국', '문화재', '건물', '거리', '야외', '경복궁', '조선', '역사', '입구', '민속', '고궁', '궁궐', '조선시대', '시대', '궁', '통로', '목조', '출입문']",False,False
1270,dataset1,1582,산양삼 푸티지_08,"['자연', '식물', '산양삼', '산삼', '인삼', '심마니', '삼']",False,False
1271,dataset1,1584,20210724_소통_황태완,"['인물', '소통', '대화', '감정', '손가락질', '잘못', '혼남', '꾸중']",False,True
1272,dataset1,1585,시티팝 TV 텔레비전 티비 화면,"['옛날', '팝', '팩맨', '감성', '레트로', '픽셀', '시티팝', 'TV', '테레비', '티비', '텔레비전']",True,True
1273,dataset1,1587,MacBook #2,"['애플', '컴퓨터', '키보드', '노트북', '마우스', '맥북']",False,False
1274,dataset1,1588,공원의 토끼,"['흙', '공원', '동물', '토끼', '야생', '먹이', '자연']",False,False
1275,dataset1,1589,하트 쿵쾅쿵쾅,"['하트', '두근']",True,True
1276,dataset1,1590,북한강변길_양평군_벚꽃길,"['도로', '꽃', '자동차', '여행', '드라이브', '주행', '양평', '양평군', '북한강', '드론샷', '드론뷰', '벚꽃', '강변', '꽃길']",False,False
1277,dataset1,1591,편안하게 앉아 있는 코리안숏헤어,"['눈', '잎', '흰색', '갈색', '동물', '고양이', '휴식', '귀여움', '고양이과', '캣타워', '반려묘', '졸림', '편안', '코', '한국고양이', '숏헤어', '애완동물']",False,False
1278,dataset1,1592,신호 연결,"['스마트폰', '핸드폰', '신호', '통신', '시그널']",True,True
1280,dataset1,1594,포인트 효과,"['청결', '빛', '깨끗', '별', '반짝', '강조', '포인트', '반짝반짝']",True,True
1282,dataset1,1596,크리스마스,"['디자인', '타이포', '크리스마스', '사이트로', '선물', '텍스트', '종이', '배경', '프리뷰', '글씨', '다꾸', '타이포그래피']",True,False
1283,dataset1,1598,흔들리는 트리,"['조명', '나무', '겨울', '크리스마스', '산타', '캐롤', '전구', '장식', '연말']",True,True
1284,dataset1,1599,20210831_사물_음식_과일사탕,"['사물', '포장', '과자', '사탕', '캔디', '설탕', '건강', '스낵', '간식', '불량식품']",False,False
1285,dataset1,1600,핸드폰에서 노트북(그라디언트),"['로딩', '핸드폰', '핑크', '분홍', '전송', '노트북', '파일', '폴더']",True,False
1286,dataset1,1602,(드론) 인천 송도_센트럴파크(4),"['도시', '공원', '인천', '랜드마크', '중심부', '센트럴', '송도', '중심', '센트럴파크']",False,False
1287,dataset1,1603,노란 목련,"['나무', '꽃', '그림', '배경', '노란', '아트', '꽃나무']",False,False
1288,dataset1,1604,20210725_제스처_김동아_손목이 아파서 이리저리 만지다,"['인물', '손목', '제스쳐', '아픔', '마사지', '통증']",False,True
1289,dataset1,1605,제스처_병을 열다,"['인물', '물', '뚜껑', '투명', '물통', '플라스틱', '친환경', '제스쳐', '오픈', '재활용', '물병', '페트병']",False,False
1290,dataset1,1606,20210725_감정_엄기영_불편하다,"['인물', '불만', '사람', '감정', '부정', '남자', '불편', '건들']",False,True
1293,dataset1,1609,따뜻하게 안아주는 산타 할아버지 그린스크린,"['장갑', '할아버지', '겨울', '산타할아버지', '캐릭터', '크리스마스', '산타', '허그', '공휴일', '모자', '캐롤', '수염', '포옹', '따뜻함']",True,True
1294,dataset1,1610,꽃나무 동산 숲 자연 산책길 -5 _2160p_30fps_prores422,"['나무', '꽃', '자연', '숲', '힐링', '산림', '산책', '꽃나무', '휴양', '동산', '산책길', '산림욕']",False,False
1296,dataset1,1612,바다_흐르는구름_김포,"['자연', '물', '하늘', '바다', '섬', '파란', '환경', '친환경', '푸른', '그림자', '김포', '바닷물']",False,False
1297,dataset1,1613,눈오는 시골전경 1,"['시골', '겨울', '눈', '날씨', '전경', '함박눈']",False,False
