dataset,image_number,title,tags_ko,motion_exist,greenscreen_exist
dataset1,815,감정_당황하다,"['인물', '소통', '손', '대화', '놀람', '감정', '깜짝', '남자', '황당', '어이', '당황', '크로마키', '합성', '놀라다', '놀래다', '시도', '설득']",False,True
dataset1,816,철 공방에서 전동 공구 연삭기 그라인더로 철 그라인딩 사이드 작업 클로즈업,"['인물', '직업', '작업', '공방', '전동', '그라인더', '철', '그라인딩', '공구', '연삭기', '쇠', '영상']",False,False
dataset1,817,도시 시티팝 풍경,"['90년대', '도트', '팝', '팩맨', '감성', '레트로', '90년', '픽셀', '그래픽', '시티팝', '뉴트로', '풍경', '도시', '모션그래픽', '시티']",True,False
dataset1,818,핸드폰에서 핸드폰(그라디언트),"['스마트폰', '컴퓨터', '인터넷', '핸드폰', '전송', '파일', 'UI', '인터페이스', '폴더', '통신', '인포그래픽', '인포', '전달']",True,False
dataset1,820,대둔산2,"['구름', '안개', '타임랩스', '대둔산', '운해', '전설']",False,False
dataset1,821,20210724_감정_문정수_자랑하다,"['인물', '감정', '부정', '여유', '남자', '크로마키', '거만', '자랑', '발뺌']",False,True
dataset1,822,20210816_구좌읍의어느초원_초원에 있는 말 한쌍2,"['나무', '풍경', '장소', '말', '동물', '제주도', '사육', '목장', '구좌읍', '초원', '풀밭', '농장', '울타리']",False,False
dataset1,823,20210912_장소_이촌한강공원_골대에 공을 던지는 모습 팔로샷,"['손', '장소', '운동', '연습', '스포츠', '건강', '공']",False,False
dataset1,824,제주 녹산로 숲과 하늘,"['나무', '풍경', '자연', '따뜻', '하늘', '숲', '장소', '구름', '맑음', '바람', '제주도', '녹색', '산', '제주', '소나무', '고요', '명상', '숲길', '4K', '삼나무', '편백', '조용']",False,False
dataset1,825,산양삼 푸티지_06,"['흙', '자연', '식물', '산양삼', '산삼', '인삼', '심마니', '삼']",False,False
dataset1,826,염전 소금 소금창고 _2160p_30fps_prores422,"['작업', '염전', '소금', '창고']",False,False
dataset1,828,비봉산 청풍호 드론,"['풍경', '자연', '물', '여행', '산', '환경', '호수', '산림', '대한민국', '드론', '항공', '드론샷', '충청북도', '단양', '캠핑', '충주', '충주호', '댐', '수면']",False,False
dataset1,829,20210912_장소_서울역_역사에서 올라오는 다리 팔로샷,"['도시', '장소', '사람', '청바지', '계단', '거리', '발', '신발', '서울', '지하철', '도심', '다리', '교통', '보행', '출근', '퇴근', '전철', '지하철역']",False,False
dataset1,830,다리미로 다림판 위에서 원단 다림질하는 패션 디자이너,"['다림판', '인물', '직업', '원단', '디자이너', '패션', '다리미', '영상']",False,False
dataset1,831,재생 플레이,"['화면', '동영상', '플레이', '프레임', '재생', '소스', '일시정지', '크로마키']",True,True
dataset1,833,Meditation,"['전기', '과학', '명상', '디지털', '아트']",False,False
dataset1,835,211006_문화_고궁_경복궁 흥례문 패닝샷,"['문화', '한국', '문화재', '경복궁', '기와', '조선', '조정', '역사', '고궁', '궁궐', '궁', '왕', '목조건물', '왕조', '흥례문']",False,False
dataset1,836,전통 한복 입은 도예가가 도자기를 만들기 위해 물레를 준비하는 모습,"['인물', '작업', '공방', '전통', '도자기', '예술', '도예', '찰흙', '문화', '예술가', '물레', '영상', '행동', '점토', '물레질', '지점토', '한복', '도기', '모양']",False,False
dataset1,837,시티팝 카세트 테이프,"['옛날', '90년대', '도트', '팝', '팩맨', '감성', '레트로', '90년', '픽셀', '그래픽', '시티팝', '뉴트로', '카세트', '테이프']",True,False
dataset1,838,이순신 동상_01,"['한국', '대한민국', '동상', '조형물', '역사']",False,False
dataset1,839,보문사_강화도_보문사 (3),"['전통', '문화', '스님', '불교', '절', '한옥', '사찰', '타임랩스', 'timelapse', '종교', '시주', '민속']",False,False
dataset1,840,나리공원_양주_천일홍 (2),"['꽃', '풍경', '자연', '하늘', '식물', '아름다운', '타임랩스', 'timelapse', '꽃밭', '나리공원', '양주']",False,False
dataset1,841,용양봉저정공원_동작구_한강 (4),"['도시', '서울', '빌딩', '한강', '대교', '용양봉저정공원', '동작구']",False,False
dataset1,842,20210725_제스처_남찬규_금지하다,"['인물', '노', '제스쳐', '금지', '안돼', '크로마키', '정지', 'no']",False,True
dataset1,843,20210724_제스처_권미정_ok라고 사인을 보내다,"['인물', '사람', '여자', '제스쳐', '오케이', '크로마키', '사인']",False,True
dataset1,846,앉아 있는 얼룩 무늬 고양이,"['무늬', '검정', '흰색', '하얀', '동물', '고양이', '휴식', '생물', '아름다움', '4K', '귀여움', '반려동물', '고양이과', '반려묘', '편안', '한국고양이', '숏헤어', '오레오']",False,False
dataset1,848,역대급,"['타이포', '스티커', '텍스트', '대박', '귀여운', '반짝', '글씨', '꾸미기', '한글', '최고']",True,True
dataset1,850,211121_반려동물_개_밥 먹는 페키니즈,"['물통', '동물', '먹이', '사료', '식사', '개', '반려견', '강아지', '소형견', '개밥', '페키니즈']",False,False
dataset1,854,생일축하,"['인트로', '아웃트로', '배경', '프리뷰', '생일', '축하', 'HBD', '파티']",True,False
dataset1,855,유튜브 좋아요,"['유튜브', 'SNS', '버튼', '회색', '언론', '모션그래픽', '인스타', '템플릿', '인스타그램', '공유', '스트리밍', '성공', '블로그', '심벌', '어플리케이션', '추천', '페이스북']",True,True
dataset1,856,변산 해수욕장 서해안 해변 06 _2160p_30fps_prores422,"['풍경', '자연', '바다', '서해', '여름', '해변', '드론', '해수욕장', '변산', '서해바다', '서해안']",False,False
dataset1,857,20210724_제스처_이수민_노크하다,"['인물', '손가락', '노크', '제스쳐', '제스처']",False,True
dataset1,858,20210725_소통_남찬규,"['인물', '소통', '사람', '여자', '귀', '남자', '크로마키', '귓속말', '친구', '비밀']",False,True
dataset1,859,20210724_소통_이수민,"['인물', '사랑', '소통', '춤', '행복', '연인', '크로마키', '설렘', '부부', '커플', '애정', '기쁨', '댄스', '손잡기', '여자친구', '남자친구']",False,True
dataset1,860,그래프 화살표 인포그래픽,"['그래픽', '화살표', '주식', '경제', '그래프', '주가', '인포그래픽', '인포']",True,True
dataset1,861,20210724_제스처_김보미_팔목이 아프다,"['인물', '제스쳐', '팔목', '마사지', '아프다']",False,False
dataset1,862,211119_동물_야생동물_나무가지에 앉아있는 새,"['풍경', '나뭇가지', '동물', '새']",False,False
dataset1,863,운동기구 덤벨,"['손', '사물', '운동', '헬스', '스포츠', '웨이트', '덤벨', '아령', '기구']",False,False
dataset1,864,20210724_소통_문정수,['인물'],False,False
dataset1,867,보발재_단양_단풍 (2),"['나무', '도로', '숲', '계절', '가을', '산', '단풍', '드론', '단양', '알록', '달록', '단풍잎', '시즌']",False,False
dataset1,869,20210912_사물_한강대교_한강대교와 한강 픽스샷,"['운전', '도로', '도시', '사물', '사람', '건물', '자동차', '공원', '빌딩', '아파트', '한강', '다리', '교통', '보행자', '대교', '한강대교']",False,False
dataset1,870,전남영암축성사_mp4,['전라도'],False,False
dataset1,871,20210725_감정_남찬규_고독하다,"['인물', '감정', '쓸쓸', '남자', '크로마키', '고독', '외로운', '혼자']",False,True
dataset1,872,211006_문화_서울시 랜드마크 동상,"['전통', '문화', '문화재', '벽', '조선', '건축물', '역사', '전망대', '사대문', '북대문', '목조', '기둥']",False,False
dataset1,874,20210724_감정_이수민_자랑하다,"['인물', '사람', '감정', '남자', '크로마키', '거만', '자랑']",False,True
dataset1,875,211007_문화_고궁_덕수궁 함녕전 실내 패닝샷,"['전통', '문화', '한옥', '한국', '장소', '조선', '실내', '고궁', '천장', '궁궐', '조선시대', '시대', '대신', '신하']",False,False
dataset1,876,너의 시작을 응원할께,"['선물', '학생', '시작', '응원', '캘리그라피', '손글씨', '글씨', '학교']",True,True
dataset1,877,크리에이터 서포터즈,"['동영상', '크리에이터', '사람', '여자', '모션그래픽', '4K', '광고', '일러스트', '남자']",True,False
dataset1,878,노란색 나무 박스와 풀잎,"['나무', '잎', '박스', '햇빛', '풀', '목재']",False,False
dataset1,879,노란색 바 인터넷 브라우저 인터페이스 창,"['그래픽', '인터넷', '사진', '모션그래픽', '템플릿', '온라인', '영상소스', '브라우저', 'UI', '인터페이스', '웹', 'IT', '검색', '모니터', '웹사이트', '사이트', '폴더', '모션그래픽']",True,False
dataset1,880,복주머니 돼지,"['캐릭터', '모션그래픽', '복', '한국전통', '새해', '명절', '행운', '일러스트', '근하신년', '2월', '1월', '연하장', '2023년', '전통문양', '희망', '구정', '신정', '돼지']",True,False
dataset1,883,욕실 화장실에서 바디 샴푸 클렌져 펌프질 하는 사람 손,"['인물', '영상', '샤워', '손', '행동', '사물', '화장실', '욕실', '로션']",False,False
dataset1,887,Dorothy's Story12,"['배경', '날씨', '비', '추상', '빗방울', '디지털아트']",False,False
dataset1,888,20210725_소통_염승철,"['인물', '소통', '흔들', '재미', '춤', '여자', '행복', '즐거움', '남자', '크로마키', '커플', '댄스']",False,True
dataset1,889,20210912_장소_주유소_주유하는 손 픽스샷,['장소'],False,False
dataset1,890,20210725_감정_신현아_충격받다,"['인물', '여자', '충격', '놀람', '감정', '깜짝', '당황', '크로마키']",False,True
dataset1,891,20210905_장소_도로_드론샷,"['운전', '차', '장소', '자동차', '여행', '명절', '차도', '주행', '드론', '교통', '고속도로', '교통상황', '주차']",False,False
dataset1,893,핸드폰 음악 스트리밍 인포그래픽,"['그래픽', '스마트폰', '음악', '플레이', '재생', '플레이어', '스트리밍', '음원']",True,True
dataset1,894,블랙베리 푸티지_01,"['자연', '과일', '식물', '블랙베리', '열매', '베리', '생태']",False,False
dataset1,895,20210724_제스처_이수민_금지하다,"['인물', '사람', '제스쳐', '남자', '안돼', '크로마키', 'no']",False,True
dataset1,896,20210911_장소_중랑천 욱교 2_중랑천 욱교와 도심 건물 픽스샷,"['운전', '도로', '풍경', '도시', '하늘', '장소', '서울', '식물', '하천', '다리', '교통', '철교', '중랑천']",False,False
dataset1,897,20210724_감정_황태완_고독하다,"['인물', '감정', '쓸쓸', '좌절', '남자', '크로마키', '고독', '외로운', '혼자', '이별', '실의']",False,True
dataset1,898,산양삼 푸티지_07,"['인물', '흙', '손', '따르다', '물', '산양삼', '산삼', '인삼', '삼']",False,False
dataset1,899,염전 곰소 드론 -05 _2160p_30fps_prores422,"['바다', '드론', '갯벌', '염전', '곰소', '소금', '바닷물', '천일염', '서해안', '신안', '해수']",False,False
dataset1,900,20210901_사물_주방용품_포크,['사물'],False,False
dataset1,901,20210724_소통_황태완,"['인물', '소통', '분노', '여자', '감정', '싸움', '남자', '화', '크로마키', '충돌']",False,True
dataset1,902,메세지,"['문자', '메세지', 'SNS', '소통', '아이폰', '갤럭시', '휴대폰', '핸드폰', '텍스트', '대화', '모션그래픽', '인스타', '인스타그램', '알림', '페이스북']",True,True
dataset1,903,문광저수지_괴산군_문광저수지 (7),"['충청북도', '괴산군', '문광저수지']",False,False
dataset1,904,20210725_감정_염승철_감격하다,"['인물', '감정', '간절', '남자', '감사', '고마움', '크로마키', '감격', '감동']",False,True
dataset1,908,파티클,"['축제', '폭죽', '축하', '파티', '컨페티', '콘페티']",True,True
dataset1,909,나리공원_양주_코스모스 (3),"['꽃', '한국', '자연', '행사', '공원', '식물', '힐링', '아름다운', '타임랩스', 'timelapse', '꽃밭', '나리공원', '양주', '코스모스', '꽃박람회']",False,False
dataset1,910,20210725_감정_남찬규_고민하다,"['인물', '분노', '사람', '기억', '감정', '짜증', '남자', '선택', '크로마키', '억울', '긴장', '고민']",False,True
dataset1,911,20210913_장소_양화대교_한강대교와 한강 픽스샷 2,"['한국', '풍경', '하늘', '장소', '노을', '한강', '낭만', '양화대교', '한강대교']",False,False
dataset1,912,20210910_장소_용담해안도로_노을지는 바다2,['장소'],False,False
dataset1,913,치약 들고있는 이빨 캐릭터 그린스크린,"['그래픽', '캐릭터', '이빨', '스마일', '웃는', '치과', '양치', '어금니', '치아']",True,True
dataset1,916,20210724_소통_이수민,"['인물', '소통', '교육', '학생', '안내', '설득', '선생님', '상담', '가이드']",False,False
dataset1,917,20210725_감정_엄기영_우울하다,"['인물', '슬픈', '사람', '감정', '슬픔', '남자', '크로마키', '우울', '우울증', '우울감', '슬프다']",False,True
dataset1,918,20211021 동물_개_스피츠_하리네쉼터_쉬고 있는 스피츠5,"['미용', '동물', '털', '개', '강아지', '스피츠']",False,False
dataset1,919,웨딩 3,['웨딩'],True,True
dataset1,922,풍경,"['한국', '일출', '배경', '구름', '해', '새해', '산']",True,False
dataset1,924,211007_문화_고궁_창덕궁 선정전 틸업샷,"['전통', '문화', '한옥', '한국', '문화재', '건물', '조선', '조정', '역사', '고궁', '창덕궁', '궁궐', '임금', '대신', '신하', '궁', '사극', '드라마', '목조', '기둥', '왕조']",False,False
dataset1,925,20210912_장소_서울역_에스컬레이터를 타는 다리 팔로샷,"['쇼핑', '장소', '사람', '청바지', '계단', '발', '신발', '여자', '이동', '지하철', '다리', '남자', '출근', '퇴근', '전철', '전철역', '지하철역', '서울역', '에스컬레이터']",False,False
dataset1,926,전통 장구를 채편으로 연주 하는 남자,"['인물', '전통', '문화', '한국', '영상', '한복', '사물', '북', '행사', '공연', '장구', '문화재']",False,False
dataset1,928,20210725_소통_남찬규,"['인물', '사랑', '소통', '여자', '행복', '표현', '연인', '남자', '크로마키', '커플', '애정']",False,True
dataset1,929,211119_동물_서울어린이대공원동물원_여물먹는 검정 미니말 3,"['여물', '짚', '지푸라기', '말', '동물', '동물원', '먹이', '식사']",False,False
dataset1,930,20210724_소통_이수민,"['김보미', '인물']",False,False
dataset1,931,20210725_소통_신현아,"['인물', '소통', '여자', '표현', '감정', '남자', '당황', '크로마키', '창피', '부끄러움']",False,True
dataset1,932,20210724_소통_이수민,"['인물', '소통', '여자', '토론', '대화', '논쟁', '남자', '크로마키', '설득', '친구', '회의', '이해', '주장', '언쟁', '변론']",False,True
dataset1,936,삼베재질 위 붓으로 하얀색 흰꽃 민화 채색하는 전통예술가 화가,"['인물', '직업', '예술', '문화', '세필', '동양화', '삼베', '미술', '꽃', '민화', '화가', '채색', '영상']",False,False
dataset1,937,벅돌 산타 할아버지,"['할아버지', '산타할아버지', '크리스마스', '산타', '모자', '수염', '모션그래픽', '12월', '성탄절', '벽돌']",True,True
dataset1,938,강 주변에 얹혀 있는 나무 기둥,"['나무', '자연', '장소', '공원', '녹색', '휴식', '강', '호수', '산책', '휴양림']",False,False
dataset1,939,20210724_감정_김보미_기쁘다,"['인물', '여자', '행복', '감정', '기대', '크로마키', '설렘', '기쁨', '감동']",False,True
dataset1,940,20210912_장소_여의도한강공원_사진 찍는 여자 픽스샷,['장소'],False,False
dataset1,941,해변2-제주,"['자연', '여행', '바다', '섬', '바위', '파도', '여름', '제주도', '제주', '휴가', '모래', '휴식', '드론', '바닷물', '현무암', '화산']",False,False
dataset1,942,20210725_소통_남찬규,"['인물', '소통', '춤', '축제', '여자', '즐거움', '남자', '환호', '크로마키', '기쁨', '흥분', '댄스']",False,True
dataset1,943,20210724_소통_문정수,"['권미정_대화하다', '인물', '소통', '가족', '여자', '대화', '표현', '감정', '연인', '남자', '부부', '설득', '커플', '이해', '손잡기', '이야기']",False,False
dataset1,944,초저녁의 우도의 잔잔한 파도가 치는 해안가,"['시골', '풍경', '하늘', '장소', '바다', '섬', '바위', '여름', '구름', '날씨', '제주도', '화강암', '우도', '제주', '쓸쓸', '수평선', '돌', '노을', '선착장', '4K']",False,False
dataset1,946,20210724_제스처_김보미_가위바위보,"['인물', '가위', '손', '놀이', '바위', '제스쳐', '가위바위보', '보', '크로마키']",False,True
dataset1,947,20210724_감정_황태완_안심하다,"['인물', '감정', '남자', '해결', '크로마키', '다행', '안심', '안도']",False,True
dataset1,948,수옥폭포_괴산군_수옥폭포,"['충청북도', '괴산군']",False,False
dataset1,949,검색략 퍼센티지 인포그래픽,"['비즈니스', '데이터', '상승', '모션그래픽', '경제', '그래프', '검색']",True,True
dataset1,950,폐업한 가게의 간판이 없는 자리,"['장소', '건물']",False,False
dataset1,951,사려니숲길 나뭇잎으로 떨어지는 빗방울,"['나무', '풍경', '자연', '잎', '줄기', '숲', '장소', '여름', '흐림', '비', '계절', '실외', '바람', '가을', '제주도', '녹색', '산', '제주', '산림', '사려니', '숲길', '장마', '빗물', '4K']",False,False
dataset1,952,화장실 두루마리 휴지를 풀어서 뜯는 사람 손,"['인물', '영상', '손', '행동', '사물', '장소', '화장실', '욕실']",False,False
dataset1,954,음악,"['90년대', '감성', '90년', '시티팝', '유튜브', '인트로', '아웃트로', 'SNS', '화면', '음악', '브이로그', '프레임', '재생', '플레이어', '프리뷰', 'UI', '일시정지', '인터페이스', '하이라이트', '복고', '정지']",True,False
dataset1,955,프리뷰,"['디자인', '인트로', '아웃트로', '배경', '프리뷰', '귀여운', '하이라이트']",True,True
dataset1,956,422ND850_올림픽공원_송파구_조형물,"['풍경', '하늘', '공원', '배경', '날씨', '오후', '점심', '올림픽공원', '송파', '송파구', '조형물', '석재', '잔디', '화창', '타임랩스']",False,False
dataset1,957,복싱 덤벨 트레이닝 2,"['사람', '운동', '헬스', '복싱', '선수', '권투', '싸우다', '적대', '전쟁', '연습', '올림픽', '힘들다', '힘든', '땀', '스포츠', '트레이닝', '주먹', '웨이트', '덤벨', '아령', '근육']",False,False
dataset1,958,20210725_제스처_남찬규_캔을 따다,"['인물', '음료', '제스쳐', '음료수', '크로마키', '캔']",False,True
dataset1,961,20210725_소통_신현아,"['인물', '소통', '여자', '토론', '대화', '남자', '크로마키', '회의', '논의', '생각']",False,True
dataset1,965,소고기굽기,"['한국', '음식', '요리', '식당', '음식점', '고기']",False,False
dataset1,966,211007_문화_고궁_덕수궁 정관헌 내부 패닝샷,"['전통', '문화', '문화재', '기와', '유적', '조선', '실내', '고궁', '덕수궁', '궁궐', '기둥']",False,False
dataset1,969,20210901_사물_과자_크래커,['사물'],False,False
dataset1,970,포인트,"['스티커', '돈', '글씨', '코인', '포인트', '한글', '크로마키']",True,True
dataset1,971,올림픽공원_송파구_KSPO돔,"['운동', '공원', '스포츠', '올림픽공원', '송파', '타임랩스', '경기장', '라이벌', 'timelapse', '체육', '경기']",False,False
dataset1,972,20220622_181837_올림픽공원_송파구_분수,"['공원', '흐림', '올림픽공원', '송파', '송파구', '타임랩스', '분수']",False,False
dataset1,973,20210725_제스처_남찬규_팔목이 아프다,"['인물', '손', '돌리다', '손가락', '손목', '제스쳐', '팔목', '크로마키']",False,True
dataset1,974,20210725_감정_김동아_자신이 있다,"['인물', '여자', '감정', '자신감', '크로마키', '힘내', '격려', '자신', '화이팅']",False,True
dataset1,975,20210911_사물_용답동 철교_철교를 지나는 기차 팔로샷 2,"['운전', '사물', '서울', '기차', '지하철', '건축물', '다리', '교통', '이동수단', '철교', '대중교통', '승객']",False,False
dataset1,976,강남_삼성본사_석양,"['풍경', '도시', '건물', '서울', '빌딩', '도심', '드론', '드론샷', '드론뷰', '항공뷰', '강남', '석양']",False,False
dataset1,980,20210725_소통_엄기영,"['인물', '소통', '여자', '대화', '남자', '크로마키', '삿대질', '친구', '구경', '저기']",False,True
dataset1,981,20210724_감정_이수민_아프다,"['인물', '병원', '아픈', '사람', '기억', '감정', '남자', '건강', '아프다', '크로마키', '두통']",False,True
dataset1,983,흰색 와이파이,"['연결', '전송', '모션그래픽', '물결', '신호', '와이파이', '전화', '통신', 'WIFI', 'WI-FI', '무선', '공유기', '네트워크', '무선통신', '서비스', '인공위성']",True,True
dataset1,984,검정색 사각형 트랜지션,"['효과', '트랜지션', '모션그래픽', '전환', '편집소스', '템플릿', '화면전환', '변화', '영상소스']",True,False
dataset1,986,20210911_장소_놀이터_패닝샷,['장소'],False,False
dataset1,988,복주머니 토끼,"['캐릭터', '모션그래픽', '복', '한국전통', '새해', '명절', '토끼', '행운', '일러스트', '근하신년', '2월', '1월', '연하장', '2023년', '전통문양', '희망', '구정', '신정']",True,False
dataset1,989,변산 해수욕장 서해안 해변 02 _2160p_30fps_prores422,"['도로', '여름', '해안도로', '해변', '휴가', '드론', '해안', '해수욕장', '변산', '서해안']",False,False
dataset1,990,로딩 하트 배경,"['도트', '감성', '레트로', '시티팝', '뉴트로', '하트', '트랜지션', '인트로', '사이트로', '아웃트로', '로딩', '핑크', '분홍', '배경', '귀여운', '다꾸', '8비트']",True,False
dataset1,991,강조 화살표,"['화살표', '강조', '포인트', '방향', '표시', '크로마키', '여기']",True,True
dataset1,993,20210725_소통_남찬규,"['인물', '소통', '포옹', '얼굴', '표현', '감정', '연인', '크로마키', '다정', '비비기', '친구', '안아주기']",False,True
dataset1,995,시티팝 일출,"['90년대', '도트', '팝', '팩맨', '감성', '레트로', '90년', '픽셀', '그래픽', '시티팝', '뉴트로', '일몰', '일출', '태양', '풍경', '자연']",True,False
dataset1,996,시화나래 달전망대(1080P HD) 04,"['한국', '풍경', '자연', '장소', '바다', '바닷가', '드론', '드론샷', '드론뷰', '전망대', '시화나래']",False,False
dataset1,997,20210724_제스처_김보미_병을 열다(물병 등),"['인물', '물', '플라스틱', '제스쳐', '크로마키', '분리수거', '재활용', '물병', '페트병', '생수', '식수']",False,True
dataset1,999,목공방에서 조각도로 목공예 하는 예술가 나무 조각가,"['인물', '직업', '공방', '예술', '문화', '예술가', '조각가', '조각', '한국', '영상']",False,False
dataset1,1002,20210725_소통_남찬규,"['인물', '소통', '식은땀', '당황', '크로마키', '수줍', '어색', '발뺌', '창피']",False,True
dataset1,1003,20210725_감정_염승철_화나다,"['인물', '분노', '사람', '감정', '짜증', '싸움', '남자', '화', '크로마키']",False,True
dataset1,1004,(드론) 인천 송도_센트럴파크(6),"['도시', '공원', '인천', '랜드마크', '드론', '분수', '센트럴', '신도시', '송도', '파크', '센트럴파크']",False,False
dataset1,1005,잔잔한 호수에서의 티타임,"['커피', '카페', '티', '하늘', '장소', '음료', '공원', '구름', '산', '호수']",False,False
dataset1,1006,20210725_감정_염승철_여유롭다,"['인물', '웃음', '감정', '여유', '남자', '부자', '크로마키', '거만']",False,True
dataset1,1007,MZ세대 엠지세대 신세대 제너레이션,"['그래픽', '회사', '갈등', 'MZ']",True,False
dataset1,1009,5월 바람에 흔들리는 단풍나무,"['나무', '풍경', '자연', '잎', '줄기', '하늘', '숲', '장소', '공원', '여름', '맑음', '계절', '실외', '바람', '풀', '녹색', '산', '단풍', '산림', '나뭇']",False,False
dataset1,1010,20210901_사물_생활용품_청소용스펀지,['사물'],False,False
dataset1,1014,검은 배경에 움직이는 흰색 구름,"['효과', '풍경', '하늘', '흰색', '모션그래픽', '구름', '애니메이션', '수증기', '안개', '흐림', '날씨', '비', '공기', '모션그래픽']",True,False
dataset1,1015,실험용 쥐_07,"['쥐', '실험', '실험용쥐', '생쥐', '톱밥', '실험실', '자다', '취침']",False,False
dataset1,1016,변산 솔섬 해변 바다 -4 _2160p_30fps_prores422,"['여행', '바다', '파도', '여름', '해변', '휴가', '바닷가', '힐링', '캠핑', '피서', '휴양', '변산', '국립공원', '해수욕']",False,False
dataset1,1017,20210725_소통_신현아,"['인물', '소통', '대박', '열정', '파이팅', '승리', '환호', '하이파이브', '아싸', '크로마키', '화이팅', '점프', '환희']",False,True
dataset1,1018,20210911_장소_교량_호암대교00001,"['한국', '차', '장소', '자동차', '주행', '드론', '교량', '다리', '교통', '교통상황']",False,False
dataset1,1019,레스토랑에서 스테이크 소고기 포크와 나이프로 썰기 커팅,"['인물', '칼', '영상', '행동', '요리', '음식점', '고기']",False,False
dataset1,1020,강남대로_4_,"['도로', '풍경', '도시', '차', '거리', '자동차', '서울', '주행', '도심', '교통', '강남', '거리뷰', '강남대로']",False,False
dataset1,1021,20211021 동물_개_볼피노이탈리아노_하리네쉼터_친구와 함께 먼 산을 바라보는 볼피노이탈리아노2,"['하얀', '동물', '개', '강아지', '애견', '친구']",False,False
dataset1,1022,rainbow,"['감성', '자연', '사랑', '물', '아이', '바다', '비', '감정', '희망', '추억', '낭만', '우정', '무지개', '애정', '유년시절', '어린아이']",False,False
dataset1,1023,20210725_감정_김동아_열광적이다,"['인물', '신남', '감정', '파티', '열정', '환호', '크로마키', '열광']",False,True
dataset1,1024,20210724_장소_길_송당 시골길2,"['나무', '도로', '풍경', '자연', '하늘', '장소', '자동차', '드라이브', '구름', '제주도', '제주', '시골길']",False,False
dataset1,1025,카메라 촬영 세팅 구도잡는 카메라 감독 방송 PD,"['방송', 'PD', '카메라', '감독', '지미짚', '촬영', '인물', '직업', '영상']",False,False
dataset1,1026,흩날리는 파티클 블루 파랑,"['블루', '파랑', '배경', '만화', '꾸미기', '카툰', '컨페티', '콘페티', '파티클']",True,False
dataset1,1027,품절,['도장'],True,False
dataset1,1028,인트로,"['감성', '인트로', '아웃트로', '종이', '다이어리', '재질', '배경', '브이로그', '백그라운드', '다꾸', '꾸미기', '하이라이트', '질감']",True,False
dataset1,1029,시티팝 라디오 오디오,"['오디오', '라디오', '90년대', '도트', '팝', '팩맨', '감성', '레트로', '90년', '픽셀', '그래픽', '시티팝', '뉴트로']",True,False
dataset1,1030,당일배송 로켓배송 총알배송 직진배송 빠른 택배,"['테이프', '쇼핑', '박스', '온라인']",True,False
dataset1,1031,유튜브 좋아요 like,"['유튜브', 'SNS', '파랑', '버튼', '언론', '모션그래픽', '빨강', '인스타', '템플릿', '인스타그램', '공유', '스트리밍', '성공', '블로그', '심벌', '어플리케이션', '추천', '페이스북']",True,True
dataset1,1032,바다,"['파도', '강', '물', '바다', '파도', '강']",False,False
dataset1,1033,실험용 쥐_05,"['쥐', '실험', '실험용쥐', '생쥐', '톱밥', '실험실', '자다', '취침']",False,False
dataset1,1034,꽃나무 동산 숲 자연 산책길 -2 _2160p_30fps_prores422,"['나무', '꽃', '자연', '숲', '힐링', '산림', '산책', '꽃나무', '휴양', '동산', '산림욕']",False,False
dataset1,1035,20210724_제스처_이수민_약속하다,"['인물', '손', '손가락', '제스쳐', '새끼', '크로마키', '약속']",False,True
dataset1,1036,20211021 동물_개_스피츠2_하리네쉼터_쉬고 있는 스피츠1,"['미용', '동물', '휴식', '털', '개', '강아지', '스피츠']",False,False
dataset1,1037,산양삼 푸티지_05,"['인물', '장갑', '흙', '손', '산양삼', '산삼', '인삼', '심마니']",False,False
dataset1,1038,궁남지연꽃1,"['꽃', '자연', '핑크', '분홍', '식물', '개화', '충청도', '연꽃', '곤충', '벌', '꿀']",False,False
dataset1,1039,20210725_소통_신현아,"['인물', '소통', '여자', '행복', '연인', '남자', '크로마키', '친구', '좋은', '화해']",False,True
dataset1,1040,20210724_감정_이수민_재미있다,"['인물', '웃는', '웃음', '사람', '감정', '남자', '웃다', '크로마키', '놀리다', '놀림', '비웃다']",False,True
dataset1,1041,20210724_감정_문정수_기쁘다,"['인물', '사랑', '웃음', '행복', '감정', '남자', '크로마키', '소식', '기쁨']",False,True
dataset1,1042,염전 곰소 드론 -23 _2160p_30fps_prores422,"['바다', '농사', '드론', '갯벌', '염전', '곰소', '소금', '바닷물', '천일염', '서해안', '신안']",False,False
dataset1,1043,유리 너머의 서점,['북'],False,False
dataset1,1044,포인트 효과,"['위생', '청결', '청소', '욕실', '깨끗', '반짝', '크로마키', '반짝반짝']",True,True
dataset1,1046,변산 해수욕장 서해안 해변 08 _2160p_30fps_prores422,"['풍경', '자연', '여행', '바다', '서해', '드론', '모래사장', '해수욕장', '변산', '서해바다', '서해안']",False,False
dataset1,1047,20210913_장소_합정동 철교_합정동 철교와 한강 픽스샷,"['장소', '공원', '강물', '강', '한강', '다리', '해안', '철교']",False,False
dataset1,1051,염전 곰소 드론 -10 _2160p_30fps_prores422,"['드론', '염전', '곰소', '소금', '소금밭']",False,False
dataset1,1052,숲 속의 풀잎,"['나무', '풍경', '자연', '잎', '줄기', '하늘', '숲', '장소', '공원', '여름', '맑음', '계절', '실외', '바람', '녹색', '산', '소나무', '산림', 'FHD']",False,False
