dataset,image_number,title,tags_ko,motion_exist,greenscreen_exist
dataset1,1084,20210901_사물_공구_나사못2,"['공구', '공사', '사물', '툴', '나사', '드라이버', '못', '십자못']",False,False
dataset1,1086,아파트4K,"['공원', '아파트', '신도시', '분양', '신축']",False,False
dataset1,1087,물소리 4k 30p,"['풍경', '자연', '물', '물줄기', '배경', '여름', '환경', '계곡', '시냇물', '물소리', '샘물', '샘', '계천', '냇물', '졸졸']",False,False
dataset1,1088,전통 다례 도자기 찻잔을 내려놓는 남자의 손,"['인물', '전통', '도자기', '문화', '영상', '손', '행동', '컵', '차', '다과', '티', '티백', '녹차', '보리차', '물', '주전자', '다도', '책상', '내리기', '찻잔', '도기', '내려놓다', '탁자', '내려놓기', '내리다']",False,False
dataset1,1089,20211021 동물_개_말라뮤트_하리네쉼터_숨을 헐떡이고 있는 말라뮤트,"['귀여운', '동물', '휴식', '힐링', '반려동물', '편안', '개', '반려견', '강아지', '멍멍이', '애견카페', '애견', '말라뮤트']",False,False
dataset1,1091,20210725_제스처_김동아_가리키다,"['인물', '그린스크린', '제스쳐', '방향', '크로마키', '삿대질', '여기', '오른쪽', '저기', '삿대', '가리키다', '왼쪽']",False,True
dataset1,1093,강 주변의 나무 클로즈업,"['나무', '풍경', '자연', '숲', '장소', '여행', '공원', '산', '휴식', '아름드리', '피톤치드', '휴양림', '나무껍질']",False,False
dataset1,1094,집중선 검정,"['풍경', '그린스크린', '흰색', '배경', '모션그래픽', '이펙트', '집중', '바람효과', '집중성', '만화', '선', '경치', '놀람', '놀라움', '가속', '빠르다', '백색']",True,True
dataset1,1095,20210725_소통_염승철,"['김동아_하이파이브하다', '인물', '소통', '가족', '여자', '연인', '남자', '성공', '동료', '승리', '하이파이브', '기쁨', '화해', '쟁취', '이김', '손벽치기']",False,False
dataset1,1096,감정_여자_간절하다,"['불교', '그린스크린', '손', '사람', '여자', '감정', '간절', '희망', '크로마키', '기도', '하나님', '기독교', '종교', '모으다', '모으고']",False,True
dataset1,1097,20210831_사물_IT기기_USB메모리,"['연결', '기사', '컴퓨터', '사물', 'USB', '저장', '부품', '메모리', '데이터', '장치', '하드', 'IT', '기술', '기기', '테크', '조사', '보존', '기록', '외장하드', '세이브', '증거', '검찰', '증거품']",False,False
dataset1,1099,장소,"['그린스크린', '장소', '위치', '핑', '핀', '추적', '지도']",True,True
dataset1,1100,감바스,"['새우', '빵', '맥주', '주', '캠핑', '까나페', '카나페', '음식', '술', '맥주', '음식', '요리', '감바스', '새우', '빵', '맥주', '주', '캠핑', '남미', '카나페', '까나페', '안주', '술']",False,False
dataset1,1101,델피니움 꽃,"['꽃', '감성', '식물', '보라', '봄', '델피니움', '생화']",False,False
dataset1,1102,20210913_장소_양화대교_한강대교와 한강 야경 픽스샷,"['조명', '한국', '밤', '저녁', '장소', '서울', '야경', '낭만', '양화대교', '한강대교']",False,False
dataset1,1103,시티팝 네온(블러),"['90년대', '도트', '팝', '팩맨', '감성', '레트로', '90년', '픽셀', '그래픽', '시티팝', '뉴트로', '네온사인', '효과', '블러', '네온', '모션그래픽', '모션그래픽']",True,False
dataset1,1104,20211024_0277_DJI_정동진_강릉_파도,"['바다', '파도', '파란', '해변', '물가', '드론', '정동진', '강릉', '항공샷', '에어리얼뷰', '에어리얼', '드론샷', '펼쳐진']",False,False
dataset1,1105,20210725_소통_신현아,"['염승철_춤추다', '인물', '그린스크린', '소통', '재미', '춤', '여자', '행복', '즐거움', '즐거운', '남자', '크로마키', '기쁨', '댄스', '커플댄스']",False,True
dataset1,1106,20210901_사물_완구_가지모형,['사물'],False,False
dataset1,1107,메모장,"['레트로', '컴퓨터', '배경', '귀여운', '메모', 'UI', '다꾸', '메모지', '메모장', '꾸미기']",True,False
dataset1,1108,LP 가게에서 고르는 모습,"['옛날', '레트로', '손', '쇼핑', '옷', '고르다', '음악', '사람', '복고', '추억', '음원', 'LP', '디스크', '고르기']",False,False
dataset1,1109,서울_동호대교_야경,"['저녁', '도시', '빛', '서울', '발전', '불빛', '시티', '야경', '반사', '강', '도심', '한강', '타임랩스', '시티뷰', '도시뷰', '다리', '강남', '센트럴', '도심부', 'timelapse', '반영', '성장', '중심', '도약', '동호대교']",False,False
dataset1,1110,나무 빗자루로 흙 바닥을 청소하는 사람,"['인물', '흙', '나무', '영상', '행동', '사물', '청소', '바닥', '쓸기', '쓸다', '빗자루', '야외', '나뭇가지']",False,False
dataset1,1111,한복을 입고 볏짚을 나무에 털어내는 남자,"['인물', '전통', '문화', '한옥', '민속촌', '한국', '영상', '겨울', '만들다', '만드는', '만들기', '한복', '여물', '짚', '볏짚', '지푸라기', '짚신', '짚모자', '털다', '터는', '털기']",False,False
dataset1,1114,우산 그린스크린,"['그린스크린', '스티커', '날씨', '비', '소스', '아이콘', '우산', '우천', '크로마키', '빗방울', '이슬비']",True,True
dataset1,1115,20210725_감정_염승철_열광적이다,"['인물', '그린스크린', '재미', '행복', '즐거운', '감정', '스포츠', '남자', '승리', '크로마키', '신난', '흥분', '골', '달려', '함호']",False,True
dataset1,1116,20211021 동물_개_웰시코기_하리네쉼터_두리번 거리는 웰시코기2,"['동물', '두리번', '개', '강아지', '어리둥절', '코기', '웰시코기']",False,False
dataset1,1117,20210912_장소_기차길_정지선 패닝샷,"['도로', '한국', '장소', '기차', '차도', '길', '한글', '정지', '운송', '운송수단', '정지선', '기차길']",False,False
dataset1,1118,캔버스 천 위 서양화 꽃 채색하는 화가,"['인물', '직업', '천', '예술', '문화', '예술가', '미술', '꽃', '화가', '채색', '서양화', '캔버스', '물감', '영상']",False,False
dataset1,1119,병원 표시,"['의료', '병원', '그린스크린', '호텔', '모션그래픽', '크로마키', '헬기', '헬리콥터']",True,True
dataset1,1120,섭지코지 글라스하우스,"['dronelife_sun', '여행', '제주도', '제주', '드론', '섭지코지', '글라스하우스']",False,False
dataset1,1121,20210724_감정_권미정_억울하다,"['인물', '그린스크린', '사람', '여자', '감정', '짜증', '아프다', '크로마키', '억울', '답답', '원통', '억울하다', '체하다', '체', '소화', '소화불량', '답답하다']",False,True
dataset1,1122,구좌읍 고요한 숲2,"['흙', '나무', '한국', '태양', '풍경', '자연', '따뜻', '숲', '장소', '맑음', '해', '햇빛', '바람', '제주도', '녹색', '햇살', '산', '제주', '소나무', '평화', '힐링', '고요', '명상', '산림', '숲길', '4K', '삼나무', '편백', '구좌읍', '조용', '흙길']",False,False
dataset1,1123,빈티지 제목,"['트랜지션', '인트로', '사이트로', '아웃트로', '제목', '타이틀', '빈티지', 'MGM', '사자', '로고']",True,False
dataset1,1124,한국 전통문화 물레 위 패턴 무늬 작업하는 도예가,"['인물', '직업', '전통', '흙', '도자기', '예술', '문화', '물레', '패턴', '무늬', '한국', '영상']",False,False
dataset1,1125,20210724_소통_황태완,"['권미정_함께기뻐하다', '인물', '그린스크린', '사랑', '소통', '포옹', '행복', '연인', '성공', '승리', '크로마키', '부부', '커플', '기쁨', '득점', '안아주기', '여자친구', '남자친구', '골']",False,True
dataset1,1126,20210724_감정_권미정_불편하다,"['인물', '그린스크린', '사람', '여자', '감정', '크로마키', '어색', '불편', '따분', '지루', '쭈볏', '베베']",False,True
dataset1,1127,20210724_감정_권미정_당황하다,"['인물', '그린스크린', '사람', '여자', '충격', '놀람', '감정', '당황', '크로마키', '놀라다', '부들', '당황하다', '소스라치게']",False,True
dataset1,1128,모래통 안에 들어있는 고양이,"['검정', '눈', '집', '갈색', '동물', '고양이', '모래', '휴식', '4K', '귀여움', '고양이과', '눈빛', '졸림', '편안', '털', '숏헤어', '애완동물', '애완묘', '가면', '우리', '보금자리']",False,False
dataset1,1130,트랜지션 육각형,"['그린스크린', '트랜지션', '화면', '전환', '화면전환', '육각형']",True,True
dataset1,1131,강남대로_3,"['도시', '자동차', '서울', '신호', '도심', '드론', '항공샷', '드론샷', '드론뷰', '교통', '강남', '강남사거리', '사거리', '교차로', '트래픽', '체증', '교통체증', '교통신호', '틸업']",False,False
dataset1,1132,20210913_사물_합정동 철교_합정동 철교 픽스샷,"['도시', '사물', '서울', '빌딩', '지하철', '건축물', '강', '한강', '하천', '다리', '교통', '이동수단', '철교', '구조굴']",False,False
dataset1,1133,211007_문화_놀이_팽이치기 팔로샷,"['전통', '문화', '한국', '게임', '손', '놀이', '돌리다', '돌리기', '장소', '콘크리트', '아스팔트', '치기', '팽이', '팽이치기', '실패', '팽이놀이']",False,False
dataset1,1135,닌텐도 게임기 게임보이 시티팝 느낌,"['옛날', '90년대', '도트', '팝', '팩맨', '감성', '레트로', '90년', '픽셀', '그래픽', '시티팝', '뉴트로', '오락기', '게임보이', '오락', '게임기', '닌텐도', '게임', '오락실']",True,False
dataset1,1136,김포_장릉_세계유산_별_야간,"['문화', '한국', '문', '별', '구름', '타임랩스', 'timelapse', '김포', '세계유산', '문화유산', '세계문화유산', '야간', '장릉', '잔디밭', '입구', '아치문', '아치', '게이트']",False,False
dataset1,1137,20210725_감정_김동아_감사하다,"['인물', '그린스크린', '인사', '여자', '행복', '감정', '감사', '크로마키', '기쁨']",False,True
dataset1,1143,20210724_장소_오름_안돌오름 옆 빈 공터8,"['나무', '꽃', '풍경', '자연', '하늘', '장소', '구름', '제주도', '풀', '산', '제주', '휴가', '풀밭', '빈', '공터', '오름', '안돌오름']",False,False
dataset1,1144,낙엽 위를 걷는 비둘기,"['자연', '도시', '건조', '회색', '공원', '동물', '가을', '새', '깃털', '낙엽', '비행', '하천', '조류', '비둘기', '흰비둘기', '날개']",False,False
dataset1,1145,구좌읍 위에서 바라본 숲 드론,"['나무', '자연', '하늘', '숲', '장소', '여행', '날씨', '햇빛', '실외', '제주도', '환경', '제주', '아침', '아름다운', '고요', '산림', '4K', '드론', '항공촬영', '위쪽', '높음', '다이렉트앵글', '드론촬영', '교외전경', '나무꼭대기', '언덕', '우림', '우거짐', '위엄', '구좌읍', '아래']",False,False
dataset1,1147,족자를 들고있는 산타 할아버지 그린스크린,"['할아버지', '그래픽', '그린스크린', '산타할아버지', '캐릭터', '크리스마스', '산타', '스마일', '웃는', '공휴일', '문구', '텍스트', '웃음', '족자', '모션그래픽', '모션그래픽']",True,True
dataset1,1148,20210725_제스처_김동아_손가락을 비비다,"['인물', '그린스크린', '손', '손가락', '제스쳐', '비비다', '크로마키']",False,True
dataset1,1149,20210724_장소_오름_안돌오름 옆 빈 공터2,"['자연', '하늘', '장소', '식물', '구름', '제주도', '풀', '제주', '풀밭', '공터']",False,False
dataset1,1152,시티팝 카세트 테이프,"['옛날', '90년대', '도트', '팝', '팩맨', '감성', '레트로', '90년', '픽셀', '그래픽', '시티팝', '뉴트로', '카세트', '테이프']",True,False
dataset1,1153,Beach #1,"['자연', '바다', '동물', '해변', '바닷가', '새', '갯벌', '해변가', '조류', '갈매기']",False,False
dataset1,1154,미사리_하남시_벚꽃 (2),"['꽃', '데이트', '봄', '벚꽃', '사쿠라', '꽃나무', '미사리', '하남', '하남시', '4월']",False,False
dataset1,1156,20210725_소통_신현아,"['엄기영_화내다', '인물', '그린스크린', '소통', '분노', '여자', '감정', '남자', '화', '크로마키', '다툼', '실망', '화냄']",False,True
dataset1,1158,치카치카 양치하는 이빨 캐릭터 그린스크린,"['그래픽', '그린스크린', '캐릭터', '이빨', '치과', '양치', '어금니', '치아', '상쾌', '치카치카', '위생', '샤워', '깨끗함', '칫솔', '상쾌함', '이닦기', '치약', '청결']",True,True
dataset1,1159,폭풍우 지난 뒤,"['그림', '배경', '배', '선박', '폭풍', '쓰러진', '디지털아트', 'ship', '폭풍우']",False,False
dataset1,1160,신호등,"['위험', '도시', '사물', '건물', '주황색', '신호', '교통', '보행', '적색', '빨간불', '적신호', '정지', '보행자', '초록불', '신호드']",False,False
dataset1,1161,카페산_단양_패러글라이딩 (3),"['패러글라이딩', '단양군', '카페산']",False,False
dataset1,1162,20210725_소통_엄기영,"['김동아_충격받다', '인물', '그린스크린', '소통', '분노', '여자', '대화', '충격', '알림', '놀람', '남자', '당황', '크로마키', '실수']",False,True
dataset1,1163,20210919_장소_김녕_김녕항 등대 POI샷(드론),['장소'],False,False
dataset1,1164,여러색깔의 고양이들,"['도트', '그린스크린', '캐릭터', '게임', '블랙', '검정', '흰색', '갈색', '브라운', '모션그래픽', '영상소스', '하얀', '동물', '고양이', '얼룩', '화이트']",True,True
dataset1,1167,(드론) 인천 송도_해돋이공원(1),"['도시', '물', '공원', '시티', '인천', '강물', '도심', '드론', '시티뷰', '도심부', '송도', '해돋이공원']",False,False
dataset1,1168,두물머리_양평군_두물머리,"['풍경', '하늘', '강', '두물머리', '양평', '양평군', '남한강', '북한강', '타임랩스', '와이드샷']",False,False
dataset1,1169,DUCK 2,"['풍경', '자연', '물', '배경', '전경', '오리', '물가', '강', '하천', '강가']",False,False
dataset1,1170,초원에서 잠자는 암사자,"['이빨', '동물', '고양이', '사자', '동물원', '4K', '야생동물', '고양이과', '졸림', '편안', '잠', '아프리카', '사파리', '초원', '맹수', '암사자', '고양잇과']",False,False
dataset1,1171,20210912_동물_개_퍼그_망원한강공원에 있는 반려견 픽스샷,"['지능', '동물', '퍼그', '교감', '반려견', '강아지', '목줄', '스마트', '영재견', '천재견', '똑똑한']",False,False
dataset1,1172,20210725_소통_염승철,"['김동아_상담하다', '인물', '그린스크린', '소통', '여자', '대화', '남자', '크로마키', '고민', '반응', '상담', '이해', '걱정', '동의']",False,True
dataset1,1173,211006_문화_서울시 랜드마크 동상,"['사대문_북대문틸업샷', '문화', '문화재', '벽', '계단', '문', '조선', '돌', '전망대', '사대문', '한양', '성', '성벽', '대문', '북대문', '수비', '석']",False,False
dataset1,1174,공방에서 부처님상 석고 점토 조각하는 예술가,"['인물', '직업', '공방', '문화', '금속공예', '예술가', '조각가', '부처님', '조각상', '공예', '불상', '영상']",False,False
dataset1,1175,눈사람 눈 겨울,"['겨울', '크리스마스', '눈', '모션그래픽', '12월', '계절', '눈사람', '눈송이']",True,False
dataset1,1176,20210725_감정_남찬규_놀라다,"['인물', '그린스크린', '사람', '충격', '놀람', '감정', '깜짝', '남자', '크로마키', '놀라다', '놀래다', '심장', '서늘', '상장마비', '간떨어질뻔', '간담', '뒷걸음질', '뒷걸음']",False,True
dataset1,1177,211007_문화_고궁_창덕궁 후원 입구 패닝샷,"['전통', '문화', '한국', '문화재', '조선', '고궁', '창덕궁', '궁궐', '궁', '왕', '후원']",False,False
dataset1,1178,20210919_장소_김녕_김녕바다 전경2(드론),['장소'],False,False
dataset1,1179,산타 할아버지 크리스마스 트리,"['나무', '할아버지', '그래픽', '그린스크린', '겨울', '크리스마스', '산타', '모션그래픽', '템플릿', '트리', '장식', '12월', '연말', '성탄절', '산타클로스', '윙크', '모션그래픽']",True,True
dataset1,1181,20210919_장소_교래리_억새와 말,['장소'],False,False
dataset1,1182,도자기 차 주전자로 여러 찻잔에 녹차를 따르는 손,"['인물', '전통', '문화', '영상', '손', '행동', '컵', '차', '다과', '따르다', '티', '녹차', '취미', '따르기', '따르는', '물', '주전자', '다도', '한복', '찻잔', '붓는', '붓기', '붓다']",False,False
dataset1,1184,시티팝 폭죽(3가지),"['시티팝', '폭죽', '배경', '반짝', '내려오는', '쏟아지는']",True,False
dataset1,1185,카메라 촬영 세팅 구도잡는 카메라 감독 방송 PD,"['방송', 'PD', '카메라', '감독', '지미짚', '촬영', '인물', '직업', '한국', '영상']",False,False
dataset1,1186,20210918_장소_덩개해안_바다와 풍차,['장소'],False,False
dataset1,1188,봄 입학식,"['교육', '학생', '모션그래픽', '템플릿', '학교', '신학기', '중학교', '고등학교', '입학', '등하교', '교복', '청소년', '방학']",True,False
dataset1,1189,시티팝 컴퓨터 PC,"['90년대', '도트', '팝', '팩맨', '감성', '레트로', '90년', '픽셀', '그래픽', '시티팝', '뉴트로', '그린스크린', '화면', 'PC', '윈도우', '컴퓨터', '인터넷']",True,True
dataset1,1191,연기 시리즈 3,"['효과', '그린스크린', '연기', '이펙트', '소스', '움직임', '크로마키', '스모크', '예능']",True,True
dataset1,1193,석양이 지는 도시의 빌딩들,"['한국', '풍경', '도시', '건물', '서울', '빌딩', '도심', '고층', '석양']",False,False
dataset1,1194,20210725_감정_남찬규_여유롭다,"['인물', '그린스크린', '행복', '감정', '편안', '여유', '남자', '승리', '크로마키']",False,True
dataset1,1195,20210816_덕천리도로_도로 옆의 밭에서 바람에 흔들리는 풀잎,"['도로', '장소', '식물', '안개', '날씨', '습도', '바람', '제주도', '풀', '녹색', '제주', '밭', '아침', '풀잎']",False,False
dataset1,1196,211005_문화_서울시 랜드마크 동상,"['사대문_독립문비석틸업샷', '문화', '한국', '장소', '서울', '슬픔', '랜드마크', '동상', '역사', '기념', '기념비', '독립', '일제강점기', '비석', '독립문', '독립운동', '독립운동가', '일제', '원통', '한']",False,False
dataset1,1197,반짝반짝,"['위생', '청결', '빛', '깨끗', '별', '우주', '반짝', '반짝반짝', '빛나는', '심자']",True,False
dataset1,1198,봄의 향기3,"['꽃', '그림', '배경', '나비', '아트', '추상', '디지털아트']",False,False
dataset1,1199,물 트랜지션(알파매트),"['그린스크린', '트랜지션', '물', '워터', '알파매트']",True,True
dataset1,1200,어선 4k 30p,"['자연', '물', '하늘', '바다', '낚시', '노을', '어선', '땅거미', '어둑', '고기잡이', '생선', '어부', '항해']",False,False
dataset1,1201,20210912_장소_망원한강공원_한강변을 구경하는 여자 픽스샷 4,['장소'],False,False
dataset1,1204,20210724_제스처_이수민_손톱을 깎다,"['인물', '그린스크린', '위생', '제스쳐', '크로마키', '손톱', '손톱깍이']",False,True
dataset1,1205,복주머니 용,"['캐릭터', '모션그래픽', '복', '한국전통', '새해', '명절', '행운', '일러스트', '근하신년', '2월', '1월', '연하장', '2023년', '전통문양', '희망', '구정', '신정', '용', '용띠']",True,False
dataset1,1206,20210725_소통_남찬규,"['김동아_운동하다', '인물', '그린스크린', '소통', '춤', '운동', '여자', '체조', '남자', '크로마키', '친구', '스트레칭', '몸풀기']",False,True
dataset1,1207,211007_문화_놀이_장기판 틸업샷,"['전통', '문화', '할아버지', '한국', '취미', '장소', '내기', '장기', '장기놀이', '장기판', '바둑판']",False,False
dataset1,1208,20210905_장소_강,"['하천_아라뱃길00001', '장소', '강물', '강', '하천', '배', '뱃길', '아라뱃길', '표류']",False,False
dataset1,1209,유튜브 구독,"['그린스크린', '유튜브', '구독', 'SNS', '버튼', '언론', '모션그래픽', '인스타', '템플릿', '인스타그램', '공유', '스트리밍', '즐겨찾기', '즐찾', '성공', '블로그', '심벌', '어플리케이션', '추천', '페이스북']",True,True
dataset1,1210,Mixer Control #1,"['음향', '손', '공연', '조절', '음악', '버튼', '기계', '조작', '녹음실', '믹서', '조정', '기기', '다이얼']",False,False
dataset1,1212,20220622_181156_올림픽공원_송파구_분수,"['공원', '흐림', '올림픽공원', '송파', '송파구', '타임랩스', '분수']",False,False
dataset1,1213,211006_문화_문화서울역~보신각_풍물시장 실내 클로즈업 패닝샷 2,"['전통', '문화', '시장', '옛날', '레트로', 'TV', '테레비', '텔레비전', '장소', '서울', '실내', '복고', '역', '내부', '전통시장', '풍물시장', '풍물']",False,False
dataset1,1214,20210811_장소_농촌_드론1,"['시골', '농촌', '한국', '장소', '쌀', '여름', '가을', '농사', '밭', '드론', '밥', '논', '곡식', '식량']",False,False
dataset1,1216,spring,"['나무', '자연', '물', '하늘', '여행', '산', '휴가', '휴식', '하천', '뉴질랜드', '호주']",False,False
dataset1,1217,장미,"['산책', '꽃', '자연', '핑크', '분홍', '클로즈업', '꽃잎', '식물', '장미', '장미꽃']",False,False
dataset1,1218,20210725_소통_신현아,"['남찬규_실망스럽다', '인물', '그린스크린', '소통', '여자', '대화', '표현', '감정', '슬픔', '좌절', '남자', '크로마키', '패배', '실망', '불쌍']",False,True
dataset1,1219,20210725_소통_신현아,"['남찬규_얼굴을비비다', '인물', '그린스크린', '사랑', '소통', '여자', '행복', '연인', '남자', '크로마키', '볼', '커플', '비비기', '애정', '기쁨']",False,True
dataset1,1220,앞발로 물 마시는 곰,"['자연', '더움', '물', '수분', '여름', '시원', '동물', '곰돌이', '곰', '포유류', '동물원', '야생', '4K', '야생동물', '털', '혀', '목마름', '갈증', '섭취', '검정곰', '흑곰', '앞발', '야생곰']",False,False
dataset1,1221,표지판,"['그린스크린', '모션그래픽', '멈춤', '신호', '표지판', '교통', '정지', '경고', '주의', '출입금지']",True,True
dataset1,1222,강조,"['그린스크린', '귀여운', '강조', '포인트', '표시']",True,True
dataset1,1224,20210724_제스처_김보미_보습제를 바르다,"['인물', '그린스크린', '위생', '손', '로션', '제스쳐', '보습', '크로마키', '촉촉']",False,True
dataset1,1225,20210725_제스처_남찬규_가위바위보,"['인물', '가위', '그린스크린', '게임', '바위', '제스쳐', '가위바위보', '보', '크로마키']",False,True
dataset1,1226,20210724_감정_문정수_슬프다,"['인물', '그린스크린', '슬픈', '사람', '감정', '슬픔', '남자', '크로마키', '우울', '우울증', '우울감', '슬프다', '한숨', '고민', '주머니', '우울한', '이불킥', '씁슬', '씁쓸', '고민하다', '수치심', '수치', '후회', '흑역사']",False,True
dataset1,1229,퍼센트 인포그래픽,"['그린스크린', '그래프', '정보', '소스', '퍼센티지', '인포', '여론조사', '조사', '퍼센트', '순위', '크로마키', '설문', '랭킹']",True,True
dataset1,1230,20210725_소통_남찬규,"['김동아_화내다', '인물', '그린스크린', '소통', '분노', '여자', '표현', '감정', '연인', '싸움', '남자', '화', '크로마키', '다툼', '손가락질', '커플', '말싸움', '잘못', '오해', '따짐']",False,True
dataset1,1231,20210804_장소_낙동강_저녁드론2,"['풍경', '장소', '강', '하천', '드론', '경기도', '낙동강', '민물']",False,False
dataset1,1234,인생네컷 스톡세컷 블랙 필름 그린스크린,"['그래픽', '그린스크린', '사진', '스티커사진', '스티커', '검정색', '필름', '블랙', '검정', '인생네컷', '프로필', '프로필사진']",True,True
dataset1,1235,주황색 종이 접기 놀이,"['인물', '문화', '영상', '손', '행동', '만들다', '만드는', '만들기', '활동', 'IQ', '접는', '키즈', '재미', '지능', '종이접기', '색종이', '접다', 'EQ', '발달', '접기', '놀이', '장난감']",False,False
dataset1,1237,미사리_하남시_벚꽃,"['꽃', '데이트', '연인', '봄', '산책', '벚꽃', '사쿠라', '꽃나무', '미사리', '하남', '하남시', '4월', '데이트코스']",False,False
dataset1,1238,20210724_감정_김보미_고독하다,"['인물', '그린스크린', '사람', '여자', '감정', '크로마키', '팔짱', '고독', '외로운', '외로움', '삐짐', '고독한', '허무한', '허무', '뾰루퉁']",False,True
dataset1,1239,20210724_장소_바다_김녕해수욕장,"['자연', '장소', '바다', '파도', '여름', '시원', '제주도', '해변', '해양', '피서', '피서지', '피서철', '해수욕장', '휴양', '김녕']",False,False
dataset1,1240,211005_문화_서울시 랜드마크 동상,"['사대문_북대문처마패닝샷', '전통', '문화', '한국', '문화재', '미신', '기와', '처마', '조선', '기와집', '돌', '동상', '석조', '역사', '사대문', '고궁', '신화', '궁궐', '임금', '조선시대', '시대', '수호신', '수호', '궁', '사극', '드라마', '북대문']",False,False
dataset1,1241,20210911_장소_이호테우_초승달 그리고 말등대,['장소'],False,False
dataset1,1242,나리꽃,"['꽃', '그림', '나비', '디지털아트', '나리꽃']",False,False
dataset1,1243,얇은 흰색 종이 한지 날카로운 가위로 자르는 사람 손,"['인물', '전통', '예술', '가위', '가위질', '문화', '미술', '영상', '손', '행동', '사물', '종이', '얇다', '흰색', '하얀색', '날카로운', '날카롭다', '한지', '얇은', '얄게']",False,False
dataset1,1244,포인트 모션,"['효과', '그린스크린', '하트', '핑크', '모션그래픽', '빨강', '편집', '편집소스', '별', '포인트']",True,True
dataset1,1245,20210725_감정_신현아_아프다,"['인물', '그린스크린', '부상', '여자', '감정', '아픔', '크로마키', '고통', '통증', '다침', '타박상', '물림']",False,True
dataset1,1246,놀이공원에서 매표소 옆 자이로스윙 놀이기구를 타는 사람들,"['인물', '영상', '오락', '행동', '키즈', '장소', '놀이공원', '놀이기구', '유원지', '매표소', '스윙', '자이로스윙', '놀이동산']",False,False
dataset1,1247,도심지의 청색 신호등,"['한국', '도시', '건물', '서울', '신호', '교통', '시그널', '신호등', '보행', '보행자', '초록불', '청신호', '그린라이트']",False,False
dataset1,1248,20210725_소통_신현아,"['엄기영_토론하다', '인물', '그린스크린', '소통', '여자', '토론', '대화', '남자', '크로마키', '친구', '주장', '논리']",False,True
dataset1,1249,20210913_장소_망원한강공원_한강 노을 픽스샷,"['풍경', '물', '장소', '공원', '바다', '노을', '강', '한강', '한강공원', '추억', '낭만', '픽스', '망원한강공원', '수신탑', '송신선']",False,False
dataset1,1250,강남대로,"['도로', '버스', '풍경', '도시', '차', '거리', '자동차', '서울', '신호', '주행', '도심', '드론', '드론샷', '드론뷰', '항공뷰', '교통', '강남', '강남대로']",False,False
dataset1,1251,백당나무,"['나무', '물', '공원', '식물', '여름', '봄', '백당나무']",False,False
dataset1,1252,20210831_사물_음식_껌,"['사물', '추억', '간식', '불량식품', '츄잉', '츄잉검', '껌', '검볼', '껌볼', '문방구']",False,False
dataset1,1254,트랜지션(중앙),"['트랜지션', '프로필', '트렌지션', '프사', '중앙']",True,False
dataset1,1255,20210919_장소_송당_마을 전경(드론)mp4,['장소'],False,False
dataset1,1256,20210912_사물_기차길_경고 전광판 팔로샷,"['위험', '도시', '사물', '기차', '알림', '멈춤', '신호', '신호등', '전철', '철도', '사고', '경고']",False,False
dataset1,1257,착한 생각,"['효과', '그린스크린', '소스', '그린', '포자', '마녀사냥', '그린라이트', '예능', '터지다']",True,True
dataset1,1258,함께 해요,"['꽃', '그림', '배경', '아트', '추상', '디지털아트']",False,False
dataset1,1259,20210725_소통_신현아,"['남찬규_측은하다', '인물', '그린스크린', '소통', '여자', '슬픔', '남자', '크로마키', '반응', '리액션', '애도', '울음', '측은', '불쌍']",False,True
dataset1,1260,20210724_감정_권미정_놀라다,"['인물', '그린스크린', '사람', '여자', '충격', '놀람', '감정', '헉', '크로마키', '놀라다']",False,True
dataset1,1261,211006_문화_고궁_경복궁 근정전 전경 픽스샷 1,"['전통', '문화', '한국', '문화재', '비', '경복궁', '기와', '조선', '전경', '빗물', '역사', '고궁', '궁궐', '조선시대', '근정전', '궁', '기록']",False,False
dataset1,1262,20210919_장소_하도리_밭 전경(드론),['장소'],False,False
dataset1,1263,20210724_감정_황태완_놀라다,"['인물', '그린스크린', '놀람', '감정', '깜짝', '남자', '당황', '크로마키', '당혹']",False,True
dataset1,1264,20210911_사물_용답동 철교_철교를 지나는 기차 팔로샷,"['도시', '사물', '서울', '기차', '지하철', '건축물', '콘크리트', '교통', '이동수단', '철교', '대중교통', '동대문구']",False,False
dataset1,1265,깜짝 놀란 서프라이즈,"['그린스크린', '만화', '표현', '감정', '깜짝', '카툰', '안돼', '황당', '당황', '헐', '헉', '크로마키', '놀라다', '놀란', '서프라이즈', '놀라운', '맙소사', '허걱', '놀라', '미친', '말도안돼']",True,True
dataset1,1266,런닝하는 남자,"['인물', '풍경', '자연', '하천', '산책', '드론', '항공샷', '드론샷', '항공뷰', '다리', '도랑', '런닝', '조깅']",False,False
dataset1,1267,눈오는 시골전경 2,"['시골', '겨울', '눈', '날씨', '전경', '드론', '소복', '함박눈']",False,False
dataset1,1268,검은 구름이 움직이면서 번개,"['그린스크린', '캐릭터', '분노', '검정', '모션그래픽', '템플릿', '흐림', '날씨', '비', '영상소스', '번개', '태풍', '호우', '습도', '기온', '기상청', '천둥', '우뢰']",True,True
dataset1,1269,두모마을_남해_유채 (2),"['꽃', '자연', '마을', '식물', '남해', '노란', '밭', '드론', '꽃밭', '유채꽃', '두모마을', '유채', '유채꽃밭']",False,False
dataset1,1270,가을 어느날,"['배경', '새', '추상', '디지털아트', '벌새']",False,False
